text,sentiment,sentiment_label
@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,0.9638,Positive
@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.,0.5707,Positive
@JetBlue flight attendant was hesitant to give me more baby sized cookies,-0.25,Negative
@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood,0.2732,Positive
@JetBlue thank you 😊 standing in line now!,0.8313,Positive
@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,0.7562,Positive
@JetBlue is that supposed to change in the near future?,0.0,Neutral
@JetBlue thank you,0.3612,Positive
Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey,0.802,Positive
"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting.",0.4939,Positive
@JetBlue I will when I land.,0.0,Neutral
@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.,-0.1531,Negative
@JetBlue you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional,-0.7783,Negative
@JetBlue do bags still fly for free anymore?,0.5106,Positive
@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..,-0.5574,Negative
"@JetBlue  thanks for response! Crew has been VERY patient with us, but they are also frustrated. Wouldn't be so bad but airport is closed!",-0.9095,Negative
@JetBlue flite454,0.0,Neutral
@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.,-0.7184,Negative
@JetBlue when will you release flights for February 2016?,0.0,Neutral
@JetBlue we are well aware. Insufficient info. No options.,-0.0258,Negative
@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC,-0.4019,Negative
@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children,0.5106,Positive
@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence,0.0,Neutral
@JetBlue still waiting for bags from flight 26. It landed an hour ago.,0.0,Neutral
@JetBlue Complete waste of an entire day. Pathetic.,-0.7579,Negative
@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE,-0.8494,Negative
@JetBlue I would love to Fort Lauderdale now that would cool.,0.7579,Positive
@JetBlue @L_Burley11 -- the best!!!,0.7249,Positive
@JetBlue thanks for bringing my son home to me.,0.4404,Positive
@JetBlue you got yourselves hot ladies flying the air for life #loyal,0.4767,Positive
@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed,0.5197,Positive
@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,-0.5574,Negative
@JetBlue she has...she hasn't heard from anyone in over a week. a nonstop flight and her baggage was lost/stolen. customer service 👎,0.0,Neutral
@JetBlue we got our luggage after waiting 40 mins and went home right after. Not very family and ADA friendly waiting that long w no chairs.,0.25,Positive
@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?,0.0,Neutral
@JetBlue thanks so much. Can't wait to fly with you guys :),0.7096,Positive
"@JetBlue Flight 2202 out of JFK, 2 &amp; 1/2 hr delay. I could get over it if it was just  weather reLate Flightd, but considering it's not - Come on",-0.1655,Negative
"@JetBlue OK, thank you.",0.3612,Positive
@JetBlue thanks for a speedy flight time recovery.,0.4404,Positive
@JetBlue thank you for taking care of me with a drink since my in-flight entertainment wasn't working #goodcustomerservice,0.8176,Positive
@JetBlue Re: Flight 8088 SXM&gt;JFK what time does bus leave hotel on Feb 22?  Mass confusion here.,-0.34,Negative
@JetBlue Are we able to change to an Even More Space seat after we've checked in online? Have a flight tmrw and can't seem to change my seat,0.0,Neutral
@JetBlue would you say a delay is more likely? Thanks so much.,0.2212,Positive
"@JetBlue I did not! She's a woman who's a lead, she was working at gate c26.",0.0,Neutral
@JetBlue what are the chances of one of your flights leaving at 6am out of Newark nj being Cancelled Flightled tomorrow?,-0.0516,Negative
"@JetBlue If you ""follow"" me, I will be able to DM you.  Thanks.",0.4404,Positive
@JetBlue Tomorrow wouldn’t have been soon enough! Thank you for the info!,0.4738,Positive
"@JetBlue figured it out 4 flight 2morrow. Hard to believe with oil so low, and the killing u make that even part of a hotel can't be comp'd",-0.8196,Negative
@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!,0.5255,Positive
"@JetBlue Another awesome telephone experience with @JetBlue Thank you, Cory! #Greatcustomerservice✈☺",0.8718,Positive
"@JetBlue we saw one, he was as useless as the tsa agents who inspected my shoes",-0.4215,Negative
"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon",0.4404,Positive
@JetBlue disappointed with the missed connection from ROC to SLC and no reimbursement even tho friend who is a pilot said it was due to ATC,-0.5106,Negative
@JetBlue yes Party is Over 😂,0.8074,Positive
@JetBlue thank you!,0.4199,Positive
@JetBlue he just went above and beyond to be helpful,0.4215,Positive
@JetBlue didn't find them unfortunately :( but he was very helpful and took down my info incase they do get found,0.573,Positive
@JetBlue that selfie was extreme.,0.0,Neutral
@JetBlue your employee Charles cave at the gate at MSY went above and beyond to help try to help me find my glasses. Thought u should know,0.6597,Positive
@JetBlue is the best!  Can't wait to use my travel bank $ for a FUN trip.,0.8599,Positive
@JetBlue just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend,0.0,Neutral
@JetBlue on the plane now!  Hopefully no longer at the mercy of the playlist!  Thanks!,0.7767,Positive
@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/9bzqZQx8DC,0.3182,Positive
@JetBlue Boston gate C12,0.0,Neutral
@JetBlue will I be charged a fee to do so?,-0.2023,Negative
@JetBlue thanks. Can you change the music in the boarding gates?,0.4404,Positive
@JetBlue what crew? No one here is helping.,0.0,Neutral
@JetBlue The Opal Dragon book The Dragon (ALI) has woven his murdering ways from the Philippines to Australia http://t.co/ltwhmOL1Dr,-0.6486,Negative
"@JetBlue If this is customer service, then please call me.",0.3182,Positive
"@JetBlue no, we are at a hotel.  Also, Jetblue lost my daughters luggage.  How do you lose luggage if the plane never actually left!!!",-0.7074,Negative
@JetBlue thanks for your prompt response. I know you put safety first. Unfortunately will hit freezing rain/sleet on ride home.,0.4404,Positive
@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.,0.88,Positive
"@JetBlue Thanks for the instant reply, and for still doing first bag free (so important)!",0.807,Positive
"@JetBlue lipstick on a pig still a pig. Ur new baggage claim @ SJU is a disaster. No chairs, 20 mins+ wait for baggage. #fail",-0.8689,Negative
@JetBlue no more than half an hour wait. It's unreal. Finally first bag coming out. SJU needs to work on this,-0.296,Negative
@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.,0.0,Neutral
@JetBlue are we scheduled to depart as scheduled?,0.0,Neutral
@JetBlue how long does it take for a bag to get to the baggage belt!!!!!#toolong of a wait,0.0,Neutral
@JetBlue will we be able to watch the Oscars on our flight tomorrow?,0.0,Neutral
@JetBlue we've been delayed and delayed here in Palm beach... Need to head to Westchester. Can you give me some info?,-0.4215,Negative
"@JetBlue Hey Jetblue, you stranded an entire plane that was supposed to go to JFK and we are getting restless.  Need better communication!",0.2714,Positive
"@JetBlue Hey Jetblue, you Cancelled Flightled our flight from ST Maarten to JFK.  Stranded my family in the baggage area and lost my daughters luggage",-0.5106,Negative
@JetBlue Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,0.6124,Positive
@JetBlue Exciting times ahead! 😁🎉,0.8478,Positive
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Xf9MPnAaJE,-0.128,Negative
@JetBlue your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone,-0.7482,Negative
@JetBlue why haven't you allowed for flight changes into the NY area airports tonight?  Everyone is saying travel is treacherous.,0.0,Neutral
@JetBlue Counting on your flight 989 to get to DC!,0.0,Neutral
"@JetBlue not cool. At the gate, turns out my flight from FLL to JAX is delayed, yet app says on time. Not a good start.",-0.6449,Negative
@JetBlue You guys need pillows on these rockers to really knock it out of the park ... just sayin ...,0.0,Neutral
@JetBlue I sure hope you guys get me to DC to speak tomorrow! &amp; @JohnNosta &amp; @United: I'm winning here with @JetBlue,0.8932,Positive
"@JetBlue there is no supervisor available, so they couldn't do anything.",-0.296,Negative
"@JetBlue I now learned that customer service at SXM works for the airport, not JetBlue. They need a supervisor to do anything.",0.0,Neutral
@JetBlue status of flight 684 from MCO to LGA tomorrow?,0.0,Neutral
@jetblue what good with the inflight WiFi?,0.4404,Positive
@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,-0.2263,Negative
"@JetBlue we tried. They're not at all helpful. Terrible customer service, at this airport, at least.",-0.6632,Negative
@JetBlue Tell me at what point will u realize u can't fly into DCA tonight- u Cancelled Flightled the 1pm when will u Cancelled Flight the 5:26,-0.4588,Negative
"@JetBlue making a bad situation worse. Cancelled Flighted flight, making us stay overnight in SXM. Won't provide vouchers to stay in a different hotel",-0.8225,Negative
@JetBlue what's the status of flight 1272 diverted to RIC?  When will it depart back for LGA?,0.0,Neutral
@JetBlue You already Cancelled Flightled the one b4 us to DCA,-0.25,Negative
"@JetBlue It is physically impossible to make it to the airport, and our flight is scheduled to leave in less than 3 hours.",-0.0516,Negative
@JetBlue at what point do u Cancelled Flight flights to DCA- other airlines have already Cancelled Flightled,-0.4588,Negative
@JetBlue great flight http://t.co/E0R0NTO4TR,0.6249,Positive
@JetBlue you can't beat jetblue in space's matter http://t.co/NRpWmGyv3e,0.0258,Positive
@JetBlue Great thank you!,0.784,Positive
@JetBlue I would like to send an email to Lost and Found at JetBlue JFK; I spoke to them this morning but cannot drive their today.,0.0258,Positive
@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.,-0.34,Negative
@JetBlue send more service agents so all the stranded passengers can be helped!!!🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘,0.0,Neutral
@JetBlue hopefully this flight Seattle to Boston 2pm will have wifi. Our first one did not and we had to entertain ourselves! #lizaapproved,0.6476,Positive
@JetBlue good to hear. Thx for being responsive.,0.7845,Positive
@JetBlue Yup. MCO. 82°!!,0.0,Neutral
@JetBlue Hey! Check it out!! It's snowing in Boston. Who could have predicted such a thing?! http://t.co/ufyxXkIsa3,0.0,Neutral
@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70,0.3612,Positive
"Cool thx! Only a couple more #PGAShow flights til I'm #Mosaic...can't wait. Will be easier to change flights when weathers bad
@JetBlue",0.5255,Positive
@JetBlue Phew!! Did it!! (Pant. Wheeze) http://t.co/ZPZ78POeON,0.0,Neutral
"@JetBlue thanks so much for help Us, u r amazing!",0.8737,Positive
"@JetBlue Thanks, it's for next weekend though so my guess is it will only go higher.",0.4404,Positive
@JetBlue #kudos! And we're done and heading to warmer weather!,0.7256,Positive
@JetBlue actually flight 1089 not 1098,0.0,Neutral
@JetBlue BOS to DCA 1098 at 7:16 pm.,0.0,Neutral
@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise,-0.5267,Negative
@JetBlue *cough* #awkward!,-0.2244,Negative
@JetBlue you guys need live chat.,0.0,Neutral
@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.,0.0,Neutral
@JetBlue Awesome! Thank you! ;),0.8436,Positive
@JetBlue Can I bring a compact folding chair like this in a checked bag? http://t.co/9nivw9ftZw,0.3612,Positive
@JetBlue quick ? Why is a person traveling w  a mosaic not get the green tag? Doesn't make sense I end up waitin 4 my sons bag anyway :/,-0.4137,Negative
@JetBlue got it wish they would communicate more w us,0.4019,Positive
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,-0.0516,Negative
@JetBlue Using JetBlue miles?,0.0,Neutral
@JetBlue I guess I have to redo the Flight Booking Problems. Ugh!,-0.6996,Negative
@JetBlue that sucks. Oh well.,-0.1027,Negative
@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy,-0.0803,Negative
@JetBlue Using JetBlue air miles?,0.0,Neutral
@JetBlue someone is here but has no info smh one bag came off  and then nothing,-0.0918,Negative
@JetBlue there's is nothing there because apparently I have to connect them for that to be true.,0.4215,Positive
@JetBlue Hello! Can you tell me if you currently fly to Hawaii? Thanks!,0.5399,Positive
@JetBlue can u see what's holding up flt 1002 bags? One bag came out nothing else for 10 minutes,0.0,Neutral
@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,-0.124,Negative
@JetBlue thanks for update http://t.co/K7uBOTMr1r,0.4404,Positive
@JetBlue I clear that folder regularly and JetBlue is white listed so it never got to me.,0.3818,Positive
@JetBlue I can't call right now. My baby just fell asleep.,0.0,Neutral
@JetBlue @amybruni @DIRECTTV but of course! :-) #bestdressed #bluecarpet,0.501,Positive
"@JetBlue it seems I never received an ID, just a password.",0.0,Neutral
@JetBlue yesterday's deal?,0.0,Neutral
@JetBlue so yesterday a flight I wanted to Chicago was on sale within my points range and today it isn't. Any way you guys can still honor,0.4939,Positive
@JetBlue I have an email that says I have to sign on to the travel bank?  How do I that?,0.0,Neutral
"@JetBlue yes, last month when Boston got the first big snow storm and my flight was Cancelled Flightled.",0.1779,Positive
@JetBlue where did my travel bank credit go?  I can't call you right now.,0.3818,Positive
@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung,0.6597,Positive
"@JetBlue Thanks. Still booked our trip 3/13-17 LB to SLC to see grand kids.  Just very frustrating. Tried app, web, etc. Still love u guys!",0.8019,Positive
@JetBlue thank you! I'm excited to fly with you for the first time.,0.636,Positive
Thank U 😘 “@JetBlue: @ItsLaLoca But of course! Safety is always 1st!  We'll make sure to handle her with CARE and LOVE!  :)”,0.9763,Positive
@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!,0.7256,Positive
"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!",0.7712,Positive
@JetBlue  What are your rules on checked baggage and carry ons from SLC to SJO?,0.0,Neutral
@JetBlue thanks so much for your condolences and quick response. It is very much appreciated,0.7564,Positive
@jetblue @viraltech creates institutional quality machine driven JetBlue Revenue predictive analytics and forecasts using public Big Data ;),0.4588,Positive
@JetBlue Thank you Alicia!  #ExceptionalService,0.4199,Positive
"@JetBlue yes, We have de baggage claim, I'm so sad for the baggage and how They treat Us 😞 please we need That baggage",-0.1005,Negative
"@JetBlue my mom's baggage is lost, in fly 1557 fort lauderdale-Bogotá today, Colombian employees treated us badly , need help please",-0.1027,Negative
@JetBlue No changes made. My son's pass printed on same conf #. Just mine not print after I expressed disapptment w/ JetBlue,-0.296,Negative
@JetBlue Cancelled Flighted 😢,-0.6249,Negative
"@JetBlue You have very unhappy customer. After waiting 20 min on hold, rude &amp; uncaring rep has now frozen my acct. can't print bdng pass!",-0.7495,Negative
@JetBlue minutes to spare.,0.0,Neutral
"@JetBlue the first place but I really didn't need the extra stress at this already terrible time. Oh by the way, I made the flight with 30",-0.8338,Negative
"@JetBlue that I missed my flight. I had to book this flight extremely last minute due to a family death, there's no excuse for attitude in",-0.7447,Negative
@JetBlue serious attitude. I was in the fault for running a tad behind but before she even knew my name or my flight info she ASSURED Me,0.5187,Positive
"@JetBlue I fly w/u as much as I can, however your kiosks were broken in SYR and there was 1 woman working the ticket counter.. She had a",-0.4767,Negative
@JetBlue Even 5 years after the earthquake...Haiti still needs helps in rebuilding #flyingitforward,0.3818,Positive
@JetBlue thanks. I chatted with a nice fella about it and he gave me the lowdown.,0.5994,Positive
@JetBlue yup 33036 feet. But no selfie.,-0.4215,Negative
@JetBlue mission accomplished: gave @paulgordonbrown  a hug http://t.co/LT1pYKfvRq,0.7184,Positive
@JetBlue the you above all commercials? Like the legroom one,0.3612,Positive
@JetBlue Will do.  I'll tell him you say hey.,0.0,Neutral
"@JetBlue my wife and I booked last minute flights for a funeral separately, but we would like seats 2gether, can you do this if we DM conf#s",0.3612,Positive
@JetBlue ok thank you for the quick response JetBlue still the best comp,0.836,Positive
"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb",0.8176,Positive
@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago,0.0,Neutral
@jetblue had me on hold foreverrrrrr,0.0,Neutral
"@JetBlue NOT A HAPPY CUSTOMER. We've waited patiently, not to mention $150 and six months of marathon training, we need 2 be there tmrw.",-0.5485,Negative
@JetBlue waiting for a flight to FL for 1/2 marathon tmrw 4 charity. U bumped us 2a Late Flightr flight &amp; then Cancelled FlightLED IT. How can you fix this?,0.2023,Positive
@JetBlue Fliers to Gain Access to WSJ Content - Analyst Blog - Nasdaq http://t.co/dWEse7Xidr,0.5267,Positive
@JetBlue oh definitely. I kind of only fly JetBlue.,0.4019,Positive
@JetBlue if you want to fly in a storm that's your right. But give us the choice. We have kids and don't want to chance it. #nixchangefees,-0.3167,Negative
@JetBlue thanks for getting me to Orlando early #happiness,0.7579,Positive
"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",0.5411,Positive
@JetBlue while in Haiti Id do food distribution for hundreds of hungry kids in nearby villages. #flyingitforward http://t.co/lTf2quD3Xc,0.0,Neutral
"@JetBlue I'd go back to Haiti to deliver shoes, books&amp;medicine to kids I met in orphanage last year. #flyingitforward http://t.co/pGoeUXnsPI",0.0,Neutral
@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,0.0,Neutral
@JetBlue I would like to receive offers.,0.3612,Positive
"@JetBlue may I check my 17-month-old child's fold-up crib for free on my flight tomorrow, similar to your policy for infant car seats?",0.5106,Positive
"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause",0.5106,Positive
@JetBlue When are you guys doing a dualcam with @RedReserve ?,0.0,Neutral
@JetBlue Airways Stock Rating Lowered by Vetr Inc. (JBLU) - Dakota Financial News http://t.co/QW2eBEEMVg,-0.128,Negative
@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.,-0.875,Negative
@JetBlue do you have a waiver for NY weather today?,0.0,Neutral
@JetBlue got it. Thanks,0.4404,Positive
“@JetBlue: @benjaminokeefe Thanks for including us on your tour! Did you pack your winter coat?”Unfortunately yes ❄️⛄️ #WereNotinCaliAnymore,0.7088,Positive
"@JetBlue Even though this flight #226 didn't have much needed hot beverages 4 us NY-ers, the landing was super smooth 👍👍 😊 #happytweet",0.872,Positive
@JetBlue going to San Juan!,0.0,Neutral
@jetblue is the website down? Can't print boarding pass,0.0,Neutral
"@JetBlue thanks for getting me to Boston early for @TuftsEnergyConf ""Breaking Barriers To a Clean Energy Future""",0.7717,Positive
@JetBlue Thanks!,0.4926,Positive
@JetBlue are you going to be giving travel agent rates to those who hold an Iata card ???,0.4479,Positive
@JetBlue Thanks for the complimentary upgrade to first.  You are the best!,0.8832,Positive
@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS,-0.128,Negative
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",0.7256,Positive
"@JetBlue @Airbus  Wow, awesome videos guys https://t.co/dbcvEPn5QC Great work. #Bluemanity #CoreValues  #Passion #AeroJobMarket #avgeek",0.9432,Positive
@JetBlue @Airbus Wow what an amazing video https://t.co/dbcvEPn5QC Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,0.9403,Positive
@JetBlue today my family gets to experience #mosaic status w/ me! #LifeIsGood,0.0,Neutral
@JetBlue real shit my nigga north don't play around!,-0.7121,Negative
@JetBlue word thanks,0.4404,Positive
@JetBlue by any chance do u offer fresh guacamole on your flights,0.5106,Positive
@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸,0.0,Neutral
@JetBlue Airways Lowered to Strong Sell at Vetr Inc. (JBLU) - Mideast Time http://t.co/yMMH9k4CBr,0.4215,Positive
@JetBlue Thank you ! What about Paris ? Could we arrange something from there ?,0.4857,Positive
@JetBlue we are trying to go as far away from King'sCollegeLondon as possible for charity today. Would you help us ? #jailbreak #RAG,0.6705,Positive
@JetBlue Fliers to Gain Access to WSJ Content - @zacks_com http://t.co/GouzrdT7ZF,0.5267,Positive
"@JetBlue It's not ideal, but it's okay. Better Late Flight than never! :)",0.3365,Positive
"@JetBlue yeah that's all been done. Define ""incidentals""? How much can I spend on gear so this trip is not a waste?",0.5983,Positive
@JetBlue so you guys lost my bag that had all my ski gear in it. I flew here from NYC to ski. Should I buy new stuff tomorrow? ...,-0.3744,Negative
"@JetBlue 162, SMF to JFK!",0.0,Neutral
"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",0.8993,Positive
@JetBlue thanks anyways @SouthwestAir has my back! Awesome rate &amp; amazing customer service #nomoreaggravation,0.902,Positive
@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people,0.0,Neutral
@JetBlue you're customer service is terrible. #NeverAgain #flywhonotblue,-0.4767,Negative
@JetBlue now we are delayed until 1:02! This is ridiculous,-0.5707,Negative
@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/,-0.9287,Negative
@JetBlue says the person who hasn't been delayed for hours and now sitting on a runway with a wailing baby ;),0.3749,Positive
"@JetBlue flight 672 delayed from 9:30 to 11:47 now, still sitting on runway over 15 minutes so far. Air travel at its best.",0.5106,Positive
@JetBlue oh. Makes sense. My bad.,-0.5423,Negative
@JetBlue 1242 now?! I may cry!,-0.5696,Negative
@JetBlue why won't the site let me book tickets for nov for jfk to kin?,0.0,Neutral
@JetBlue Late Flight again lost almost 3 hours of my bay area weekend not to mention two hours of unnecessary vacation time from work.  #flt348,-0.3182,Negative
@JetBlue of course !!!!,0.0,Neutral
@JetBlue thank you,0.3612,Positive
@JetBlue thanks! I'll do it.,0.4926,Positive
@JetBlue yes I do. I will get you exact data. Your download is fine it's your upload bandwidth and ping that are the issue. Ping especially,0.5423,Positive
@JetBlue @FerrisSalameh Love JetBlue's speedy Twitter customer service.,0.6369,Positive
"@JetBlue since high likelihood of snow at time of flight tomorrow, any chance I can rebook for Sunday?",0.25,Positive
@JetBlue: DCA to Nantucket - Washington Business Journal http://t.co/ebxC94kFJD,0.0,Neutral
@JetBlue thanks!,0.4926,Positive
"@JetBlue Traveling with two kids tomorrow (ages 7 and 4) domestic, do they need birth certificates to check in at airport?",0.0,Neutral
@JetBlue thank you so much for your effort,0.3612,Positive
@JetBlue thanks for letting us know. Hoping for no more delays!,0.5848,Positive
@JetBlue appreciate the response Worst part is losing the non refundable hotel in Orlando. Your crew blamed wind! Hoping for no more delays!,-0.7955,Negative
@JetBlue flight 1183 to Orlando.,0.0,Neutral
"@JetBlue this is awful! flight out of jfk for our honeymoon is delayed AGAIN until 1225 AM, and we lost money on a hotel now! #delayforwhat?",-0.7772,Negative
@JetBlue my phone number when you have any news for me is (631)891-5722,0.0772,Positive
@JetBlue flight 348 is a freaking nightmare tonight #sittingonthetarmac #delay,-0.6249,Negative
@JetBlue 😭 I used points can I get them back if I decide not to go?,-0.4767,Negative
@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,0.0,Neutral
@JetBlue I appreciate the speedy response. But the longer you delay the more inconvenience you put on your customers. Please nix change fee!,-0.4822,Negative
@JetBlue thanks!!,0.5399,Positive
@JetBlue can you share where it is coming from?,0.296,Positive
@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,0.0,Neutral
“@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.” Will do!,0.3786,Positive
@JetBlue whats going on with flight 2034.  Delayed beyond 834.  Shouldnt thre flights switch at that point?,-0.2263,Negative
@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed,0.7579,Positive
@JetBlue what's up with the broken tv in seat 6F on flight 1818 today? Planned to catch the @cavs game!!! Nooooo,-0.6093,Negative
@JetBlue April 6th. Anything specific I should know for my first flight?,0.0,Neutral
@JetBlue I bein calling JetBlue no respond I leave my number no call back I think JetBlue is loosing a customer,-0.5106,Negative
@JetBlue I'm on flt 700 lax to FLL both ppl are sleeping so Id rather not disturb in flight. Tried to dl movie no go http://t.co/Nh2i9ZlzMk,0.015,Positive
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,-0.4184,Negative
"@JetBlue me again :) you don't have ABC on Inflight TV, do you? (If so, what channel? #SharkTank is on!)",0.565,Positive
@JetBlue love you guys. You know that. But I paid for prem. wifi toplay @vainglorygame. No go. Ping terrible / up too http://t.co/CmjRIWOP7O,-0.6542,Negative
@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter,0.128,Positive
@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,0.4215,Positive
@JetBlue do you think snow in boston on 2/24 will effect my flight?,0.0,Neutral
@JetBlue @markie_post I'd like to see Markie too.,0.3612,Positive
@JetBlue who do you think is gonna win Mayweather or Pacquiao?,0.5859,Positive
@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,-0.5106,Negative
@JetBlue yes! Terra blue chips were my favorite. :),0.8398,Positive
"@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!",0.8353,Positive
@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw,0.0,Neutral
@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!,0.2924,Positive
@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.,-0.3597,Negative
@JetBlue just called that number and left message. Are you at to pass along message to team too?,0.0772,Positive
"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",0.3802,Positive
@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!,0.7707,Positive
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,-0.2263,Negative
@JetBlue can you ask SLC checkin/bag drop if they found a dark blue/blackish fit bit flex? Would've lost it there around 445pm MT,-0.2263,Negative
"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK",0.8481,Positive
@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu,-0.3678,Negative
@JetBlue any news on flight 122 pbi-boston delay? Can we wait to arrive at airport based on reported 1 and 1/2 hour delay?,-0.6072,Negative
@JetBlue Airways Corporation (NASDAQ:JBLU) Reaches on New High Range ... - StreetWise Report http://t.co/C7tpdKqULM,0.0516,Positive
@JetBlue thanks...,0.4404,Positive
.@JetBlue i'm sorry.  Boarding chaos is underway.  Please query again post scrum.,-0.4019,Negative
@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .,0.1433,Positive
"@JetBlue question, flying for the 1st time with my 16mont old son...do I need to bring anything for him? Birth certificate/S.S. card etc?",0.0,Neutral
